등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지,위도,경도,평점,1인용 객실 여부,1인용 객실 가격,2인용 객실 여부,2인용 객실 가격,3인용 객실 가격,3인용 객실 여부,4인용 객실 가격,4인용 객실 여부,냉장고,TV,난방,에어컨,욕조,테라스,커피/티 메이커,인터넷,세탁기,다람질 서비스,전용 수영장,반려동물 동반 있음,주방,주차장,체육관/피트니스,24시간 데스크,금연객실,스파/사우나,레스토랑,흡연 구역,더블베드,퀸베드,싱글베드
한국관광협회중앙회,관광호텔업,3성,2022-07-18,경상남도,포르투나호텔,64,경상남도 통영시 미수해안로 152  (봉평동),055-643-7000,http://www.bestfortuna.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-07-18,서울특별시,포포인츠 바이 쉐라톤 서울 강남,199,서울특별시 강남구 도산대로 203  (신사동),02-2160-8900,http://www.marriott.com/travel/selfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-07-15,서울특별시,더케이호텔서울,252,서울특별시 서초구 바우뫼로12길 70 (양재동),02-571-8100,https://www.thek-hotel.co.kr/skmh/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-07-15,전라북도,라한호텔 전주,195,전라북도 전주시 완산구 기린대로 85  (풍남동3가),063-907-7410,https://lahanhotels.com/jeonju/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-07-15,전라남도,소노캄 여수,311,전라남도 여수시 오동도로 111 소노캄 여수 (수정동),061-660-5800,http://www.sonohotelsresorts.com/yeosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-07-14,전라남도,남도호텔,50,전라남도 해남군 해남읍 영빈로 53  ,061-535-9595,http://www.namdohotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-07-14,서울특별시,마인드 호텔,65,서울특별시 금천구 남부순환로 1262 141-19 (가산동),02-839-1220,http://mindhotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-07-13,서울특별시,호텔 카푸치노,141,서울특별시 강남구 봉은사로 155  (논현동),02-2038-9500,https://hotelcappuccino.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-07-12,서울특별시,트레블로지 명동 을지로,224,서울특별시 중구 수표로 61 (을지로2가),02-6362-6000,http://www.travelodgemyeongdongeuljiro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2022-07-11,서울특별시,제리스 플래닛,42,서울특별시 강남구 강남대로92길 13 (역삼동),02-555-4204,http://www.jerrysplanet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-07-11,인천광역시,쉐라톤 그랜드 인천 호텔,321,인천광역시 연수구 컨벤시아대로 153  (송도동),032-835-1000,https://www.marriott.co.kr/hotels/travel/selgi-sheraton-grand-incheon-hotel/?msclkid=40b5c793bbc511ec8b3107606d9372c9,37.3902357,126.6412073,4.4,없음,,있음,270000.0,있음,320000.0,없음,,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음,없음,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음
한국관광협회중앙회,관광호텔업,3성,2022-07-11,경기도,어반이스트호텔,99,경기도 고양시 덕양구 고양대로 1725  (원흥동),031-966-8202,http://www.urban-est.co.kr,,,,,,,,,,,,,,,,있음,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-07-08,서울특별시,소피텔 앰배서더 서울 호텔 & 서비스드 레지던스,403,서울특별시 송파구 잠실로 209  (신천동),02-2902-6000,http://www.sofitel-seoul.com,,,,,,,,,,,,,,,,있음,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-07-06,울산광역시,호텔현대 바이 라한 울산,272,울산광역시 동구 방어진순환도로 875 라한호텔 울산 (전하동),052-251-2233,http://www.lahanhotels.com,,,,,,,,,,,,,,,,있음,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-07-06,경상북도,힐튼경주,330,경상북도 경주시 보문로 484-7  (신평동),054-745-7788,http://www.hiltongyeongju.co.kr,,,,,,,,,,,,,,,,있음,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-07-05,경기도,라까사호텔 광명,194,경기도 광명시 일직로12번길 22  (일직동),02-6711-9000,https://www.hotellacasa.kr,,,,,,,,,,,,,,,,있음,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2022-07-04,서울특별시,소피텔 앰배서더 서울 호텔 & 서비스드 레지던스,160,서울특별시 송파구 잠실로 209  (신천동),02-2092-6000,http://www.sofitel-seoul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-07-04,부산광역시,이비스 앰배서더 부산시티센터,207,부산광역시 부산진구 중앙대로 777  (부전동),051-930-1100,https://www.ambatel.com/ibis/busan/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2022-07-01,경기도,해시호텔,46,경기도 수원시 팔달구 갓매산로 72-1  (고등동),031-251-8881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-07-01,서울특별시,호텔 데님 서울,88,서울특별시 강남구 논현로 66  (개포동),02-2058-1000,http://www.hoteldenim.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-07-01,서울특별시,힐튼 가든 인 서울 강남,208,서울특별시 서초구 강남대로 253 (서초동),02-580-8500,https://hiltongardeninn.hilton.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-06-24,경기도,롤링힐스 호텔,228,경기도 화성시 남양읍 시청로 290 ,031-268-1000,http://www.rollinghills.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-06-21,대전광역시,호텔 오노마 오토그래프 컬렉션,171,대전광역시 유성구 엑스포로 1  (도룡동),042-259-8007,http://www.hotel-onoma.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-06-17,경기도,B-STAY 부천호텔,98,경기도 부천시 길주로 131  (상동),032-326-8181,http://www.bucheonhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,소형호텔업,1성,2022-06-17,서울특별시,오월호텔,28,서울특별시 강남구 언주로85길 27 지하1층 (역삼동),02-557-5001,http://owallhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2022-06-17,서울특별시,케이월드호텔,54,서울특별시 광진구 동일로 90  (자양동),02-465-1141,https://hotelkworld.modoo.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,2성,2022-06-15,전라남도,루미아호텔앤리조트,59,전라남도 완도군 신지면 울몰길 49 루미아호텔앤리조트 ,061-554-1000,https://lumia-wando.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2022-06-15,경상남도,브라운도트 호텔 양산서창점,40,경상남도 양산시 삼호로 197-16  (삼호동),055-785-0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-06-15,전라남도,목포 신안 비치 호텔,128,전라남도 목포시 해안로 2  (죽교동),061-243-3399,http://www.shinanbeachhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-06-13,인천광역시,호텔498,71,인천광역시 연수구 용담로85번길 24  (청학동),032-899-9300,http://hotel498.com,37.4174089,126.671912,4.2,있음,57000.0,있음,80000.0,있음,92000.0,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,있음,있음,있음,있음,없음,있음
한국관광협회중앙회,가족호텔업,3성,2022-06-10,경상남도,클럽이에스 통영리조트,106,경상남도 통영시 산양읍 척포길 628-113  ,055-644-0096,https://www.clubes.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-06-08,서울특별시,아만티 호텔 서울,150,서울특별시 마포구 월드컵북로 31,02-334-3111,http://www.hotelamanti.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-06-08,부산광역시,이비스 버젯 앰배서더 부산 해운대,178,부산광역시 해운대구 해운대해변로209번길 8  (우동),051-901-1100,https://www.ambatel.com/ibisbudget/haeundae/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-06-07,경기도,코트야드 바이 메리어트 서울 판교,282,경기도 성남시 분당구 판교역로192번길 12 8층동 (삼평동),031-8060-2000,http://www.marriott.co.kr/hotels/travel/selpn-courtyard-seoul-pangyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-05-31,서울특별시,포포인츠 바이 쉐라톤 조선 서울역,342,서울특별시 용산구 한강대로 366  (동자동),02-6070-7000,https://www.marriott.com/hotels/travel/selfp-four-points-josun-seoul-station/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-05-31,서울특별시,L7 홍대 바이 롯데,340,서울특별시 마포구 양화로 141  (동교동),02-2289-1000,https://www.lottehotel.com/hongdae-l7/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,소형호텔업,2성,2022-05-31,경상남도,통영 호텔피코,24,경상남도 통영시 항남4길 19 피코 통영지점 (항남동),051-747-2541,https://hotelpicoty.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-05-27,서울특별시,노보텔 앰배서더 서울 동대문,331,서울특별시 중구 을지로 238  (을지로6가),02-3425-8000,http://ambatel.com/novotel/dongdaemun/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-05-25,경상북도,코모도 호텔 경주,276,경상북도 경주시 보문로 422  (신평동),054-740-8100,http://commodore.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-05-25,부산광역시,오션뷰호텔,30,부산광역시 수영구 광안해변로278번길 42 b동 13~14층 (민락동),051-755-2777,https://oceanviewhotel.modoo.at/?link=bktq9k0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2022-05-23,서울특별시,노보텔 앰배서더 서울 동대문 호텔&레지던스,192,서울특별시 중구 을지로 238  (을지로6가),02-3425-8000,https://www.ambatel.com/novotel/dongdaemun/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-05-23,서울특별시,호텔 그레이스리 서울,336,서울특별시 중구 세종대로12길 12  (남대문로4가),02-6936-0100,https://seoul.gracery.com/kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-05-19,서울특별시,"비스타 워커힐 서울 (구, W 서울 워커힐)",244,서울특별시 광진구 워커힐로 177 워커힐호텔 (광장동),02-455-5000,http://walkerhill.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-05-18,강원도,씨마크 호텔,150,강원도 강릉시 해안로406번길 2  (강문동),033-650-7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,2성,2022-05-16,경상남도,거제오아시스호텔,155,경상남도 거제시 장평4로2길 11-9  (장평동),055-636-8900,http://www.geojeoasis.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-05-13,서울특별시,노보텔 앰배서더 서울 용산,621,서울특별시 용산구 청파로20길 95  (한강로3가),02-2223-7000,https://www.seouldragoncity.com/ko/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-05-13,인천광역시,3S 부티끄 호텔,93,인천광역시 서구 원당대로 874  (당하동),032-568-5610,http://donginhotel.com,37.5931619,126.6942133,3.2,없음,,있음,44000.0,있음,57000.0,없음,,있음,있음,있음,있음,있음,없음,있음,있음,있음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,5성,2022-05-13,서울특별시,"그랜드 워커힐 서울 (구, 쉐라톤 그랜드 워커힐 서울)",539,서울특별시 광진구 워커힐로 177 워커힐호텔 (광장동),02-455-5000,https://www.walkerhill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-05-12,인천광역시,W 호텔,40,인천광역시 중구 월미로 211 w 관광호텔 (북성동1가),032-772-6300,https://icwhotel.modoo.at,37.47692279,126.5995405,3.0,없음,,있음,45000.0,없음,,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,없음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,3성,2022-05-12,서울특별시,리버사이드 호텔 서울,109,서울특별시 서초구 강남대로107길 6  (잠원동),02-6710-1100,http://www.riversidehotel.co.kr/intro/intro.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-05-12,서울특별시,신라스테이 서대문,319,서울특별시 서대문구 충정로 76  (미근동),02-6388-9000,https://shillastay.com/seodaemun/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-05-12,경상북도,주왕산 온천 관광 호텔,46,경상북도 청송군 청송읍 중앙로 315  ,054-874-7000,http://www. juwangspahotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2022-05-04,경기도,센트럴관광호텔,52,경기도 안양시 동안구 흥안대로 513  (관양동),031-423-2111,http://www.central-hotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-05-04,경기도,호텔아르떼,54,경기도 수원시 팔달구 인계로108번길 37  (인계동),031-8067-6600,http://www.hotelarte.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-29,대전광역시,선샤인 호텔 대전,55,대전광역시 동구 동서대로 1700 호텔선샤인 (가양동),042-620-6500,http://www.hotelsunshine.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2022-04-25,서울특별시,반얀트리 클럽 앤 스파 서울,50,서울특별시 중구 장충단로 60  (장충동2가),02-2250-8080,https://www.banyantreeclub.com/kr/offers/event.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-25,서울특별시,캠프 관광호텔,50,서울특별시 양천구 가로공원로 167  (신월동),02-2699-7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-25,서울특별시,하모니 호텔,81,서울특별시 강동구 천중로40길 63  (길동),02-485-8525,http://www.harmonyhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-04-22,강원도,용평 리조트 드래곤 밸리 호텔,195,강원도 평창군 대관령면 올림픽로 715  ,033-330-7111,http://www.yongpyong.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-04-22,부산광역시,부산 비즈니스 호텔,233,부산광역시 부산진구 부전로 67  (부전동),051-808-2000,http://www.busanbusinesshotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,소형호텔업,1성,2022-04-22,서울특별시,에이원호텔,21,서울특별시 용산구 이태원로20길 2-8  (이태원동),02-795-5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-04-22,대구광역시,호텔 인터불고 대구,325,대구광역시 수성구 팔현길 212  (만촌동),053-602-7114,http://www.hotel-interburgo-daegu.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,4성,2022-04-18,전라북도,소노벨 변산,504,전라북도 부안군 변산면 변산해변로 51  ,02-1588-4888,http://www.sonohotelsresorts.com/bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-08,경기도,제이비스 호텔,58,경기도 의정부시 청사로6번길 19-7  (신곡동),031-836-4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-04-08,서울특별시,호텔 크레센도 서울,107,서울특별시 강남구 봉은사로 428 (삼성동),02-6260-8800,http://www.hotelcrescendo.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-04-07,전라남도,여수 디오션 호텔,136,전라남도 여수시 소호로 295  (소호동),061-689-0858,https://theoceanresort.co.kr/intro.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-04-07,강원도,브리드호텔 양양,35,강원도 양양군 현남면 인구항길 17  ,033-942-5500,https://www.hwrc.co.kr/hwrc/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-05,부산광역시,브라운도트호텔 덕천점,47,부산광역시 북구 금곡대로8번길 20  (덕천동),051-341-3991,https://www.wnhotels.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-04-05,전라남도,파인힐스컨트리클럽 호텔,36,전라남도 순천시 주암면 송광사길 99  ,061-750-9200,https://www.bosungleisure.com/pinehills/index.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-03-29,경기도,라센느 관광 호텔,52,경기도 평택시 도일유통길 13-27  (도일동),02-8029-5459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-03-25,경기도,나인트리 프리미어 호텔 서울 판교,315,경기도 성남시 수정구 창업로 18 나인트리 프리미어 호텔 서울 판교 (시흥동),031-5178-5099,http://www.ninetreehotels.com/nth5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-03-17,전라남도,여수 호텔더시티,55,전라남도 여수시 좌수영로 641  (둔덕동),061-808-8000,http://www.citypark.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2022-03-17,서울특별시,호텔 오크우드 프리미어,280,서울특별시 강남구 테헤란로87길 46  (삼성동),02-3466-7500,http://www.oakwoodpremier.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-03-17,서울특별시,호텔토마스명동,123,서울특별시 중구 세종대로16길 26  (북창동),02-777-9500,https://hotelthomas.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2022-03-14,서울특별시,라마다 서울 신도림,104,서울특별시 구로구 경인로 624 (신도림동),02-2162-2000,http://www.ramadasindorim.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-03-14,서울특별시,신트라 호텔,54,서울특별시 관악구 신림로66길 16  (신림동),02-877-1925,http://www.sintrahotel.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-03-08,전라북도,베스트웨스턴 호텔 군산,181,전라북도 군산시 새만금북로 435 . (오식도동),063-469-1234,http://www.gunsanhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-03-07,경기도,이비스 앰배서더 수원,215,경기도 수원시 팔달구 권광로 132  (인계동),031-230-5000,https://www.ambatel.com/ibis/suwon/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-02-25,대구광역시,골든캐프호텔,54,대구광역시 동구 율암로 156-28 (상매동),053-965-9000,http://hotelgoldencalf.modoo.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2022-02-25,대구광역시,대구 메리어트 호텔,190,대구광역시 동구 동부로26길 6  (신천동),053-327-7000,http://www.daegumarriotthotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-02-25,서울특별시,보보 호텔,55,서울특별시 마포구 양화로 94 보보호텔 (서교동),02-324-0021,http://www.bobohotel.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,4성,2022-02-25,강원도,델피노,84,강원도 고성군 토성면 미시령옛길 1153 소노캄 호텔 델피노 ,033-639-8316,https://www.sonohotelsresorts.com/dp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2022-02-25,인천광역시,제이앤 파크 호텔,80,인천광역시 중구 용유서로 262-15  (을왕동),032-752-9892,http://www.jnparkhotel.co.kr,37.4450115,126.3752188,4.5,있음,145000.0,있음,180000.0,있음,253000.0,있음,273000.0,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,있음,없음,없음,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음
한국관광협회중앙회,관광호텔업,2성,2022-02-24,부산광역시,그랜드베른호텔,60,부산광역시 영도구 해양로 38  (청학동),051-414-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,한국전통호텔업,2성,2022-02-24,인천광역시,연화문 호텔,44,인천광역시 중구 용유서로304번길 12  (을왕동),032-752-8968,http://yeanhwamoonhotel.co.kr/,37.44645423,126.3761013,4.7,있음,53300.0,있음,57000.0,있음,76000.0,있음,209000.0,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,2성,2022-02-24,서울특별시,코너호텔,39,서울특별시 송파구 송파대로 385  (석촌동),02-417-9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2022-02-24,서울특별시,호텔 더 디자이너스 프리미어 건대,100,서울특별시 광진구 동일로 172  (화양동),02-463-5678,"http://designers-1lleven,com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-12-28,서울특별시,스탠포드 호텔 서울,239,서울특별시 마포구 월드컵북로58길 15  (상암동),02-6016-0213,http://www.stanfordseoul.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-12-28,서울특별시,코트야드 바이 메리어트 서울 보타닉 파크,262,서울특별시 강서구 마곡중앙12로 10 코트야드 메리어트 서울 보타닉파크 (마곡동),02-6946-7000,http://www.marriott.co.kr/hotels/travel/selcs-courtyard-seoul-botanic-park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-12-27,부산광역시,샤이어호텔 서면,71,부산광역시 부산진구 부전로 18-5  (부전동),051-806-7172,http://www.shiretel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-12-27,서울특별시,레스케이프 호텔,204,서울특별시 중구 퇴계로 67  (회현동1가),02-317-4000,https://lescapehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-12-27,부산광역시,호텔 아쿠아펠리스,111,부산광역시 수영구 광안해변로 225  (광안동),051-790-2300,http://www.aquapalace.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-12-27,충청북도,리버 호텔,65,충청북도 충주시 애향로 35  (봉방동),043-851-2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-12-27,경상남도,아몬드키즈관광호텔,42,경상남도 김해시 활천로237번길 8-13 (어방동),055-723-3535,http://almondkid.modoo.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-12-27,부산광역시,투헤븐 호텔,31,부산광역시 수영구 남천바다로33번길 25 투헤븐호텔 (광안동),051-757-7661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,4성,2021-12-27,서울특별시,프레이저플레이스 센트럴 서울,269,서울특별시 중구 통일로 78 (순화동),02-2220-8888,http://fpcs.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
