등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지,위도,경도,평점,1인용 객실 여부,1인용 객실 가격,2인용 객실 여부,2인용 객실 가격,3인용 객실 가격,3인용 객실 여부,4인용 객실 가격,4인용 객실 여부,냉장고,TV,난방,에어컨,욕조,테라스,커피/티 메이커,인터넷,세탁기,다람질 서비스,전용 수영장,반려동물 동반 있음,주방,주차장,체육관/피트니스,24시간 데스크,금연객실,스파/사우나,레스토랑,흡연 구역,더블베드,퀸베드,싱글베드
한국관광협회중앙회,관광호텔업,4성,2021-06-08,대전광역시,롯데시티호텔 대전,306,대전광역시 유성구 엑스포로123번길 33  (도룡동),042-333-1000,https://www.lottehotel.com/daejeon-city/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,충청남도,신라스테이 천안,305,충청남도 천안시 서북구 동서대로 177 (성정동),041-415-9000,https://www.shillastay.com/cheonan/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-08,부산광역시,신라스테이 해운대,407,부산광역시 해운대구 해운대로570번길 46 (우동),051-912-9000,https://www.shillastay.com/haeundae/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-08,강원도,쏠비치 양양,214,강원도 양양군 손양면 선사유적로 678  ,033-670-3622,https://www.sonohotelsresorts.com/sb/yy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,경상남도,에비뉴 호텔 창원,60,경상남도 창원시 의창구 용지로169번길 5  (용호동),055-263-7200,http://www.hotelavenue.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,서울특별시,트레블로지 명동 시티홀 호텔 (구. 호텔 아로파),129,서울특별시 중구 세종대로16길 22  (북창동),02-6362-6000,http://www.travelodgemyeongdongcityhall.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-06-08,서울특별시,호텔 감,37,서울특별시 강동구 천호대로159길 22-36  (천호동),02-486-5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,부산광역시,호텔 센트럴베이,134,부산광역시 수영구 광안해변로 189  (광안동),051-982-9700,http://www.centralbay.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-06-08,경기도,호텔야자 관광호텔,35,"경기도 성남시 수정구 위례광장로 9-10 9층,10층 (창곡동)",031-759-0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-26,전라남도,히든 베이 호텔,131,전라남도 여수시 신월로 496-25  (신월동),061-680-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-25,전라북도,스위트 호텔 남원,59,전라북도 남원시 주천면 원천로 217 ,063-630-7100,http://www.suites.co.kr/namwon/ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-25,서울특별시,호텔 파크하비오,472,"서울특별시 송파구 송파대로 111  (문정동, 파크하비오)",02-6925-2900,http://www.hotelparkhabio.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-25,경상남도,스탠포드 호텔&리조트 ,144,경상남도 통영시 도남로 347 (도남동),055-725-0000,http://www.stanfordtongyeong.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-25,부산광역시,씨엘오션호텔,51,부산광역시 강서구 명지국제6로34번길 22  (명지동),051-271-8686,https://cohotel.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-25,서울특별시,카파쓰 호텔,48,서울특별시 강남구 언주로89길 21,02-6205-3900,http://www.capace.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-05-25,서울특별시,"더 플라자 서울, 오토그래프 컬렉션",410,서울특별시 중구 소공로 119  (태평로2가),02-771-2200,http://www.hoteltheplaza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-14,경상남도,노마드 호텔,46,경상남도 김해시 인제로91번길 5  (어방동),055-326-7700,http://www.nomadhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-14,경상남도,아르누보 스위트 호텔,96,경상남도 거제시 장평1로 13  (장평동),055-731-1234,http://www.hotel1212.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-05-12,서울특별시,웨스틴 조선 서울,462,서울특별시 중구 소공로 106  (소공동),02-771-0500,https://www.josunhotel.com/hotel/westinseoul.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-12,울산광역시,호텔 굿모닝,75,울산광역시 동구 바드래1길 15,052-209-9000,http://www.ulsangoodmorninghotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-12,인천광역시,홀리데이 인 인천 송도 호텔,202,인천광역시 연수구 인천타워대로 251  (송도동),032-250-0000,http://holidayinnincheonsongdo.com,37.3931818,126.6287062,4.4,없음,,있음,189000.0,있음,237000.0,없음,,있음,있음,있음,있음,있음,없음,있음,있음,있음,있음,없음,없음,있음,있음,있음,있음,있음,없음,없음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,5성,2021-05-11,부산광역시,그랜드 조선 부산,330,부산광역시 해운대구 해운대해변로 292  (중동),051-922-5000,https://gjb.josunhotel.com/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-11,서울특별시,골드리버호텔,109,서울특별시 금천구 서부샛길 584 (가산동),02-6021-8100,http://www.goldriverhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-11,전라남도,폰타나 비치 호텔,67,전라남도 목포시 평화로 69  (상동),061-288-7000,http://www.fontanabeachhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-05-06,서울특별시,바고 관광호텔,42,서울특별시 강동구 천중로 27  (천호동),02-478-2575,https://hotel.naver.com/hotels/item?hotelid=hotel:vago_tourist_hotel&destination_kor=%eb%b0%94%ea%b3%a0%20%ea%b4%80%ea%b4%91%ed%98%b8%ed%85%94&nxquery=%eb%b0%94%ea%b3%a0%ea%b4%80%ea%b4%91%ed%98%b8%ed%85%94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-06,서울특별시,호텔 페이토 삼성,163,서울특별시 강남구 테헤란로87길 9  (삼성동),02-6936-9700,http://www.peytohotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-04,서울특별시,크라운 호텔,204,서울특별시 용산구 녹사평대로 140  (이태원동),02-797-4111,https://hotelcrown.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-04-30,부산광역시,페어필드 바이 메리어트 부산 송도비치호텔,179,부산광역시 서구 송도해변로 113  (암남동),051-260-0000,http://www.marriott.com/pusfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-04-30,강원도,하이원 팰리스호텔 (구. 하이원호텔),197,강원도 정선군 고한읍 고한7길 399  ,033-590-7111,http://www.high1.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-04-24,부산광역시,유토피아 호텔,43,부산광역시 수영구 무학로9번길 133  (광안동),051-757-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-04-23,서울특별시,호텔 베이 204,71,서울특별시 도봉구 도봉로 710  (방학동),02-955-7400,http://www.hotelbay204.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-04-23,서울특별시,자딘 호텔,36,서울특별시 영등포구 영신로34길 33,02-2069-0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-04-23,경기도,골든힐 호텔,80,경기도 파주시 탄현면 성동로 36-30  ,031-942-0222,http://www.goldenhillhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-04-23,전라북도,더메이호텔,33,전라북도 전주시 덕진구 기린대로 800  (팔복동1가),063-246-5555,http://www.themay.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-04-23,경상남도,사과나무호텔,41,경상남도 창원시 마산합포구 가포신항북로 16  (가포동),055-223-9800,https://hotelapplelrtree.modoo.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-04-23,대구광역시,칸호텔,44,대구광역시 달성군 구지면 달성2차동1로 141 ,053-263-0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-04-12,인천광역시,레이관광호텔,30,인천광역시 중구 을왕로58번길 7 (을왕동),032-752-8333,http://hotelray.co.kr,37.44958418,126.3705312,3.5,없음,,있음,134000.0,있음,264000.0,있음,319000.0,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,없음,있음,있음
한국관광협회중앙회,관광호텔업,3성,2021-03-29,충청북도,단양관광호텔,77,충청북도 단양군 단양읍 삼봉로 31  ,043-423-7070,http://www.danyanghotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-03-29,인천광역시,호텔 베이 204,91,인천광역시 남동구 인하로507번길 21-1  (구월동),032-429-0204,http://www.hotelbay204.co.kr,37.6678466,127.0394577,4.3,없음,,있음,76000.0,있음,101000.0,있음,132000.0,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,없음,있음,있음,없음,없음
한국관광협회중앙회,관광호텔업,2성,2021-03-29,서울특별시,호텔 더 디자이너스 건대,75,서울특별시 광진구 천호대로 521,02-466-7851,http://hotelthedesigners.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-12-18,경상남도,아모르 관광호텔,52,경상남도 창원시 진해구 명제로472번길 17  (제덕동),055-604-4242,http://www.amorhotel.co.kr/main/main.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,3성,2020-12-05,경기도,호텔 마에스트로,25,경기도 안성시 양성면 안성맞춤대로 2134-36 ,031-8046-1111,http://www.maestrocc.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-12-04,경기도,베니키아 레스트 호텔,70,경기도 김포시 태장로795번길 151  (장기동),031-988-3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-12-03,대구광역시,호텔G,44,대구광역시 달성군 구지면 달성2차동1로 145  ,053-263-5511,http://blog.never.com/gg1124kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-12-02,경기도,소설스미스호텔,34,경기도 용인시 기흥구 민속촌로 57  (보라동),031-693-8412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-12-01,대전광역시,유성호텔,189,대전광역시 유성구 온천로 9  (봉명동),042-820-0100,http://www.yousunghotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-12-01,대구광역시,인스타관광호텔,52,대구광역시 동구 율암로 164 (상매동),053-213-8080,http://instarhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-11-28,경상북도,베니키아 스위스로젠 호텔,60,경상북도 경주시 보문로 465-37  (신평동),054-748-4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-27,인천광역시,호텔 반월 구월동점,76,인천광역시 남동구 선수촌공원로17번길 6 (구월동),032-460-7000,http://www.asiadhotel.co.kr,37.4407744,126.7008547,4.5,없음,,있음,60000.0,있음,100000.0,있음,150000.0,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,없음,있음,있음,없음,있음
한국관광공사,관광호텔업,4성,2020-11-27,경기도,코트야드 메리어트 수원,288,경기도 수원시 영통구 광교호수공원로 320  (하동),031-267-5600,http://www.marriott.com/selcw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-25,대구광역시,리버틴호텔,53,대구광역시 중구 경상감영길 193  (동문동),053-269-4000,http://www.rivertain.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-11-25,서울특별시,메리골드 호텔,186,서울특별시?마포구?양화로?112  (서교동),02-322-3578,http://www.hotelmarigold.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-11-25,충청북도,세종스파텔,60,충청북도 청주시 청원구 내수읍 신기초정로 699  ,043-213-2332,http://www.cjspatel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-24,인천광역시,더프린스호텔,41,인천광역시 중구 을왕로58번길 5  (을왕동),032-746-7008,http://www.theprincehotel.co.kr,37.44940619,126.371361,4.5,없음,,있음,200000.0,있음,260000.0,있음,300000.0,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,없음,있음,없음,있음,없음
한국관광공사,관광호텔업,5성,2020-11-23,부산광역시,시그니엘 부산,260,"부산광역시 해운대구 달맞이길 30  (중동, 엘시티)",051-922-1000,https://www.lottehotel.com/busan-signiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,2성,2020-11-20,부산광역시,미포 오션사이드 호텔,28,부산광역시 해운대구 달맞이길62번길 28  (중동),051-601-4300,http://www.mipohotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-20,전라남도,베네치아 관광호텔,60,전라남도 순천시 팔마2길 13 (연향동),061-729-6000,http://hotelvene.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-20,전라북도,더그루브군산호텔,48,전라북도 군산시 소룡1길 55,063-464-0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,5성,2020-11-20,서울특별시,파크 하얏트 서울,185,서울특별시 강남구 테헤란로 606  (대치동),02-2016-1234,http://parkhyattseoul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-19,경상남도,리안호텔,32,경상남도 창원시 진해구 명제로 478  (제덕동),055-713-5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-11-19,경기도,카인드 호텔,92,경기도 성남시 분당구 황새울로329번길 10  (서현동),031-781-0006,http://www.kyndhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-19,부산광역시,하운드호텔,49,부산광역시 수영구 남천바다로33번길 12 (광안동),051-755-0072,https://gwanganhound.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-19,경기도,호텔 더 윈,80,경기도 고양시 덕양구 원흥3로 6-14  (원흥동),031-966-0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-18,서울특별시,메이커스 호텔,42,서울특별시 종로구 돈화문로11길 33,02-747-5000,https://www.makers-hotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-11-17,전라남도,거문도섬호텔,30,전라남도 여수시 삼산면 거문도등대길 54,061-665-6700,http://gumundo.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,한국전통호텔업,1성,2020-11-17,전라북도,나비잠 한옥 호텔,20,전라북도 전주시 완산구 팔달로 150-17  (전동),063-287-8877,http://www.nbz-hanokhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-17,서울특별시,호텔 드씨엘,60,서울특별시 중랑구 동일로 866  (묵동),02-975-9380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-11-17,경상북도,케이호텔,31,경상북도 경주시 천북면 천강로 295-60  ,054-748-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-11-16,경기도,호텔갤러리,45,경기도 포천시 소흘읍 죽엽산로 432-17  ,031-544-8008,http://www.hgallery.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-11-13,전라남도,호텔 마띠유 여수,43,전라남도 여수시 오동도로 20  (공화동),061-662-3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-11-13,서울특별시,호텔부티크나인,86,서울특별시 광진구 천호대로 560 (능동),02-456-1261,https://kdboutique9.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-10,경상북도,호텔 뷰,42,경상북도 포항시 북구 해안로 91  (두호동),054-256-0055,https://pohangview.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-11-03,경기도,골드호텔,48,경기도 남양주시 별내면 청학로92번길 133,031-841-2121,http://gold-hotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-10-29,전라남도,더 엘 호텔,35,전라남도 여수시 이순신광장로 135 (중앙동),061-663-0100,http://hotelthel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,4성,2020-10-23,전라북도,(주)무주덕유산리조트,118,전라북도 무주군 설천면 만선로 185 ,063-320-7617,http://www.mdysresort.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-10-22,부산광역시,JB 디자인 호텔,80,부산광역시 해운대구 구남로12번길 31,051-750-9000,http://www.jbdesignhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,5성,2020-10-17,경상남도,거제삼성호텔,166,경상남도 거제시 장평3로 80-37  (장평동),055-631-2114,http://www.sghotel.co.kr/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,가족호텔업,3성,2020-10-16,충청남도,천안상록가족호텔,116,충청남도 천안시 동남구 수신면 수신로 576  ,041-560-9114,http://www.sangnokresort.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-10-16,서울특별시,호텔 GMS,159,서울특별시 영등포구 경인로 867  (영등포동3가),02-882-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-10-15,경기도,베니키아 JD 관광호텔,71,경기도 남양주시 진접읍 해밀예당1로 50-44 ,031-571-2266,http://www.jdhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-10-15,강원도,시티호텔,49,강원도 원주시 건강로 4 (반곡동),033-747-1000,http://www.wonjucitihotel.com/kor/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-10-08,전라남도,파인비치 골프호텔,46,전라남도 해남군 화원면 시아로 224,061-530-7700,http://www.pinebeachcc.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-09-29,서울특별시,도미인 서울 강남,220,서울특별시 강남구 봉은사로 134,02-548-5489,http://www.hotespa.net/hotels/gangnam/ko/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-09-18,부산광역시,베스트 인 시티 호텔,72,부산광역시 동구 고관로 7  (초량동),051-464-8883,http://bestincityhotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-09-10,서울특별시,토요코인 서울영등포,379,서울특별시 영등포구 신길로 293  (영등포동1가),02-6959-1045,https://www.toyoko-inn.com/korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-09-08,서울특별시,신라스테이 삼성,309,서울특별시 강남구 영동대로 506 (삼성동),02-2175-9000,https://www.shillastay.com/samsung/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-09-03,경기도,호텔 푸르미르,239,경기도 화성시 효행로 480  (안녕동),031-8020-0000,http://www.hotelprumir.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-09-01,서울특별시,호텔루 136,51,서울특별시 은평구 진흥로 136  (녹번동),02-386-0300,http://hotelru.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-08-28,충청북도,거성호텔,65,충청북도 음성군 맹동면 장성로 107  ,043-878-2300,http://www.geoseong.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-08-27,부산광역시,라스베가스 호텔,48,부산광역시 사하구 낙동남로1405번길 14,051-203-8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-08-21,경상남도,브라운도트 호텔 진해점,39,경상남도 창원시 진해구 용원동로221번길 60-7 (용원동),055-552-8092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,5성,2020-08-16,서울특별시,시그니엘 서울,235,서울특별시 송파구 올림픽로 300 롯데월드타워 (신천동),02-3213-1000,https://www.lottehotel.com/seoul-signiel/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-08-12,대구광역시,노블스테이,51,대구광역시 중구 국채보상로123길 23  (동문동),053-421-5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-08-06,충청북도,호텔 뮤제오,59,충청북도 청주시 흥덕구 가로수로1164번길 41-20  (강서동),043-267-3200,http://www.hotelmuseo.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-08-05,경기도,신라스테이 동탄,286,경기도 화성시 노작로 161,031-8036-9000,http://www.shillastay.com/dongtan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,1성,2020-07-31,서울특별시,베니키아 노블 호텔,34,서울특별시 종로구 율곡로6길 13-3,02-742-4025,http://www.noblehotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-07-29,서울특별시,호텔 더 캐슬(방이1),63,서울특별시 송파구 올림픽로32길 7  (방이동),02-412-2600,http://www.hotel-thecastle.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-07-22,서울특별시,리치웰 호텔,57,서울특별시 강남구 테헤란로37길 13-10  (역삼동),02-553-6655,http://richwellhotel.com/html/main.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,3성,2020-07-20,광주광역시,ACC 디자인 호텔,76,광주광역시 동구 금남로 226-11,062-227-6400,http://www.acchotel.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-07-20,전라남도,베니키아 호텔 여수,49,전라남도 여수시 시청서6길 19,061-662-0001,http://www.benikeahotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,2성,2020-07-20,경상남도,브릿지호텔,21,경상남도 통영시 용남면 남해안대로 18  ,055-649-3800,http://www.bridgehotel.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,관광호텔업,2성,2020-07-20,경상남도,여우비 호텔,60,경상남도 창원시 마산합포구 월영동11길 22 (해운동),055-243-9999,http://yeoubihotel.modoo.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광공사,소형호텔업,1성,2020-07-10,경상북도,호텔 라우스데오,29,경상북도 포항시 북구 장량로127번길 6  (장성동),054-255-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
